filename,target,speaker_id,gender,age,country
baje_c7e0483100584d51a499e667d8e70ae8.wav,baje,ES_01,male,20-60,Venezuela
caso_f0469c1b0f0a467c871fc47064463c3d.wav,caso,ES_02,male,20-60,Guatemala
checo_dff4eb29b2d440f59986918cc24d53a7.wav,checo,ES_03,male,20-60,Mexico
Chema_102805e60d29491ba49afdfb7556053d.wav,chema,ES_04,male,20-60,Poland
chola_97e0a1d4422e40d2831cfe6d02e98fdd.wav,chola,ES_05,male,20-60,Venezuela
chupi_b819c986dd6f4c7ca601513e53b568b5.wav,chupi,ES_02,male,20-60,Guatemala
cura_4a2f344232904acf831d0c0105d4ec31.wav,cura,ES_06,male,20-60,Venezuela
cuno_40ba169c01f644e9aed907a827f7e360.wav,cuño,ES_05,male,20-60,Venezuela
debe_f7c3f34a12a24f479f5ee1fce443eed5.wav,debe,ES_07,male,20-60,Venezuela
denso_6d730625635e4a50a473b3fb7cb52363.wav,denso,ES_08,male,20-60,Colombia
duna_2b431662cfe5471c8d6f362bf8ea86e8.wav,duna,ES_03,male,20-60,Mexico
faro_2fa39f37d0814bb79dfa3de097f49a68.wav,faro,ES_04,male,20-60,Poland
fila_96493dc7bcfe4cae85617f7a7e1abc4d.wav,fila,ES_09,male,20-60,Costa Rica
fuente_bbda9baf4d704c6bbc897873468d946c.wav,fuente,ES_04,male,20-60,Poland
haya_ce5b5cf3dcff407499982115d096b57a.wav,haya,ES_06,male,20-60,Venezuela
leyes_cce68abe913c46daae10154b0e5d284c.wav,leyes,ES_04,male,20-60,Poland
ligue_5d23fdebc55947c8acc4473b8cd0d42e.wav,ligue,ES_10,male,20-60,Mexico
lobo_2270e41e54cf4543aae4a864f14d4ee5.wav,lobo,ES_11,male,20-60,Spain
Lugo_fe525bbb31914ae39bacacea52ce327a.wav,lugo,ES_12,male,20-60,Venezuela
mago_4f5d6b88b2c2466a840b4a70c7dd840a.wav,mago,ES_08,male,20-60,Colombia
mayo_caadad1ad0534f2495870223b12512a9.wav,mayo,ES_13,male,20-60,Venezuela
meta_42fb462049af47c68b92446ecf81c97b.wav,meta,ES_14,male,20-60,Panama
mudo_5f174e59bd004107ae5212f8744f8c9a.wav,mudo,ES_15,male,20-60,Costa Rica
nino_6f91305a9d19475eb197d887e17824eb.wav,niño,ES_06,male,20-60,Venezuela
ocho_576d29e809b448858f556fa37c5ec9b1.wav,ocho,ES_02,male,20-60,Guatemala
paga_66f6afe0babf4f459feca12e1a3bc4ee.wav,paga,ES_03,male,20-60,Mexico
papa_8be777129e0a45d2a399bbb35d3bb8c0.wav,papa,ES_14,male,20-60,Panama
paso_7ce2714dc951470582c8c5733ed5eeac.wav,paso,ES_04,male,20-60,Poland
pecho_ce7d3c8f1ace4f3baed55b9c2cc47190.wav,pecho,ES_08,male,20-60,Colombia
peto_72ccef8541614aed8d7f3600593ce78b.wav,peto,ES_08,male,20-60,Colombia
pila_09fe8ad4bd1146e383ee339e5cac33c7.wav,pila,ES_03,male,20-60,Mexico
pobre_4e0578edb32d4a32b722ba380be59cac.wav,pobre,ES_15,male,20-60,Costa Rica
poro_2a2a7d2947e444659fa8af5afe66bb20.wav,poro,ES_05,male,20-60,Venezuela
priva_d27682c8c94a48d8bfbedb6a8acc77c2.wav,priva,ES_06,male,20-60,Venezuela
puerca_97bb5b49397a4e69a2b58bdb6526dbda.wav,puerca,ES_02,male,20-60,Guatemala
queso_b1f7e44c23f249cc9c8f9fadbefde19d.wav,queso,ES_07,male,20-60,Venezuela
rama_9f35dd18ada84e51bce3b9f4c56ea82c.wav,rama,ES_15,male,20-60,Costa Rica
redes_11c2a62ff8614d7d81253cf9cd281065.wav,redes,ES_02,male,20-60,Guatemala
seco_54cfe15829784694970dd5c47e140c5b.wav,seco,ES_16,male,20-60,Ecuador
subo_016df63c286245de9455888169c1dec1.wav,subo,ES_08,male,20-60,Colombia
sumo_deb49470e58b4b019ea55cc2cb527474.wav,sumo,ES_02,male,20-60,Guatemala
suyo_966bdbb113f24d26ade612c128192783.wav,suyo,ES_04,male,20-60,Poland
tardo_07e759901de4475ba3157e7583a1b574.wav,tardo,ES_02,male,20-60,Guatemala
techo_4262fdf6a85f43b9b25a9482e20c349d.wav,techo,ES_04,male,20-60,Poland
tierna_28f29aff355f4d52a2123ec5a9476f94.wav,tierna,ES_08,male,20-60,Colombia
tono_adf6076457df4dfcbca2bdfffd902fa2.wav,tono,ES_14,male,20-60,Panama
torso_90716d45ec55435aac17b0989c4e0e14.wav,torso,ES_04,male,20-60,Poland
trama_2946529106cc4798bf5d6a3492963045.wav,trama,ES_14,male,20-60,Panama
tuna_fcc1ef9525a24edeb203f99fc1092a34.wav,tuna,ES_14,male,20-60,Panama
vague_87cf75ddb4764d4eaa6407e7e9fad888.wav,vague,ES_06,male,20-60,Venezuela
yapa_9ff1bfd065664fc199c75068525e5e8a.wav,yapa,ES_08,male,20-60,Colombia
yodo_91ca27d57c4c46d3a35258af86c3835d.wav,yodo,ES_05,male,20-60,Venezuela
yoyo_9778cf903b714f8db7f9c3d2582fca2f.wav,yoyo,ES_15,male,20-60,Costa Rica
bana_18f5523ae48a48bc8823e8657c250c0f.wav,baña,ES_17,female,20-60,Colombia
chapa_7596a3ce40e24a8db1c4b78fcdd06d51.wav,chapa,ES_18,female,20-60,Venezuela
chelo_425feb3b49044624b582e7d66f7b8a30.wav,chelo,ES_18,female,20-60,Venezuela
chino_aa342839ba0f4f0ba69e1fa885495900.wav,chino,ES_19,female,20-60,Colombia
chupe_dc346e249c454e5dafd109c406a432d1.wav,chupe,ES_20,female,20-60,Venezuela
cobre_9ef2bd807d1b4a7e91c77eaa6a8f5b17.wav,cobre,ES_21,female,20-60,Argentina
cuyo_6160a6e3226848b2bad6305ca3baa292.wav,cuyo,ES_22,female,20-60,Colombia
dardo_cc9181032e93448a8ae5cb3641b35715.wav,dardo,ES_23,female,20-60,Venezuela
deme_ddfc98f8e2014d56a191ec568d82fed4.wav,deme,ES_24,female,20-60,Colombia
dorso_38e00498f36a48e994a83fe4cfa46d4e.wav,dorso,ES_25,female,20-60,Dominican Republic
dia_f82ef7a40d31465493ab46244fca3f8c.wav,día,ES_23,female,20-60,Venezuela
