filename,target,speaker_id,gender,age,country
back_24b8e48760f64d1c8a03c36a195b7658.wav,back,EN_01,female,20-60,United States
back_d8fbb1ec08d145b99fa241950d6bc64e.wav,back,EN_02,female,20-60,United States
back_5e3c18205cee4761a322322b7e5cd0da.wav,back,EN_03,female,20-60,United States
back_d031b13b50d545d1af27396b3c80022c.wav,back,EN_04,male,20-60,United States
back_8a801230114144b6b03250ffc28f2049.wav,back,EN_05,male,20-60,United States
back_e2d4cdf13909446b84820f1f9c8290cb.wav,back,EN_05,male,20-60,United States
bad_934363b93be24ee682e48e5118af2020.wav,bad,EN_06,female,20-60,United States
bad_f8fd76c3ff254910b80b4269daa95c34.wav,bad,EN_07,female,20-60,United Kingdom
bad_c51ddad3d7904243a3f846996089a73a.wav,bad,EN_08,female,20-60,United States
bad_9d706e028f9848fea4ffc2c3cdf9f1e6.wav,bad,EN_09,male,20-60,United States
bad_9f63688481ca40ff99bcd0465bdf7b13.wav,bad,EN_04,male,20-60,United States
bad_c3436c01336546b5991224bde7fe1bff.wav,bad,EN_10,male,20-60,United States
bag_2656e08bc1ca41028e10a50115d647d0.wav,bag,EN_01,female,20-60,United States
bag_91563fc06079426f91f6fba93ba67dce.wav,bag,EN_02,female,20-60,United States
bag_fb7e28e295454ba58d5291ef37c24a91.wav,bag,EN_03,female,20-60,United States
bag_2d566eee57f349d7b40a6104ade7e920.wav,bag,EN_11,male,60.0,United States
bag_46fea23f510543c8808326780a9e2d9e.wav,bag,EN_04,male,20-60,United States
bag_8d0f694f2a064fe5bdb394f46b8f2d29.wav,bag,EN_05,male,20-60,United States
bank_aadff7c04b1644b1a092640bb58fcd92.wav,bank,EN_01,female,20-60,United States
bank_b443b53916e445fbb7ae686de5395853.wav,bank,EN_12,female,20-60,United States
bank_83c60e0b58314fe29c23466971cdf500.wav,bank,EN_02,female,20-60,United States
bank_5466577f012942b4a7a879acb4363113.wav,bank,EN_04,male,20-60,United States
bank_647db771f4fa43e9ab5b463ddc5ee07d.wav,bank,EN_05,male,20-60,United States
bank_955e2c4b37cc410abe9c9b9d13637f54.wav,bank,EN_13,male,20-60,United States
bat_93d662491707432caa6d25ee58687002.wav,bat,EN_14,female,20-60,United States
bat_85b91317e7dd42829168d3c7958a5078.wav,bat,EN_15,female,20-60,United States
bat_50de29296fad4baba0d28feec576331e.wav,bat,EN_16,female,20-60,United States
bat_40d7ce5f5b904e1b871d8e3e29927bbc.wav,bat,EN_17,male,20-60,United States
bat_4817bfe04e9b4e4a940e502369a5d9a2.wav,bat,EN_05,male,20-60,United States
bat_ff0d8d590b0f417fae896e127ea0f43d.wav,bat,EN_13,male,20-60,United States
bean_e8526cf4519e4e1184c6bceb644ed2b9.wav,bean,EN_18,female,20-60,United States
bean_8e60819a5f184bb28d077363a3f3d6d7.wav,bean,EN_06,female,20-60,United States
bean_8bdf8e95142643eb8f0913e08b04776a.wav,bean,EN_03,female,20-60,United States
bean_bd3dae97d09348079da11d779ebe53d1.wav,bean,EN_09,male,20-60,United States
bean_f782611c4074454bb40657523294be04.wav,bean,EN_04,male,20-60,United States
bean_961146ced546439b9f60dbc0ea4106bd.wav,bean,EN_05,male,20-60,United States
beat_bf69b836f71c4c0c878749dddbc8ff9b.wav,beat,EN_19,female,60 ,United States
beat_4d86f1ee97d843ecb93150ee4e4324aa.wav,beat,EN_20,female,20-60,United States
beat_6cf6fe3856e34c89ae3eeb5b74088fb4.wav,beat,EN_14,female,20-60,United States
beat_7816a0d8e57e4a84bb011c37367b6d7e.wav,beat,EN_17,male,20-60,United States
beat_55adc9ee2d6e4800a6b8ecd239ad17be.wav,beat,EN_05,male,20-60,United States
beat_3cdaa6e954e540b089ab6008faba97ca.wav,beat,EN_13,male,20-60,United States
bed_2f0f611c0eac4fa59916464bcc2e9913.wav,bed,EN_21,female,20-60,United States
bed_b7d4fa2b44da4081b8234c3bdb14d43a.wav,bed,EN_21,female,20-60,United States
bed_ff72bb48731e4c06855faebf10d1ce06.wav,bed,EN_22,female,20-60,United States
bed_e27ce4c1e13741b09ab63cecfca64022.wav,bed,EN_04,male,20-60,United States
bed_8eb6bbbf423b41a2a4a41e3ae9fac3fa.wav,bed,EN_05,male,20-60,United States
bed_7a38952399e84a8bb9ac135e01fbecaf.wav,bed,EN_13,male,20-60,United States
beg_50111f47b3914efabb8c135cbe0647b6.wav,beg,EN_23,female,20-60,United States
beg_48f60039b9cb421ca4fe4a4c7b7e86fa.wav,beg,EN_24,female,20-60,United States
beg_608226fa550b410a84e6c8a3b16ef0ea.wav,beg,EN_21,female,20-60,United States
beg_ac09b2e2f3324a8faadf060024dcf14c.wav,beg,EN_09,male,20-60,United States
beg_db1089779f0048419c487efe1c186a8c.wav,beg,EN_04,male,20-60,United States
beg_17d1a61f4150491ba55d1a325f23e526.wav,beg,EN_25,male,20-60,United States
bib_2e3ec2548eaa4c4e919bfb40b91348f7.wav,bib,EN_12,female,20-60,United States
bib_28f71c16547641c9b173eb95632db608.wav,bib,EN_26,female,20-60,United States
bib_5bd9eadcc5b941db9220eb7f0fcd38ec.wav,bib,EN_21,female,20-60,United States
bib_30bb1d1c995940b68ee46d235df728bf.wav,bib,EN_05,male,20-60,United States
bib_8d82c1bad58c4c689df32efd38bec9e6.wav,bib,EN_13,male,20-60,United States
bib_4b23fa60073b4627ba646713ebb3e87f.wav,bib,EN_27,male,20-60,United States
big_f74fa7550c8a49298ce63eca16461e4f.wav,big,EN_01,female,20-60,United States
big_9c1bfc184ea446088ecc0a987a02526c.wav,big,EN_26,female,20-60,United States
big_563ff71f5208455fa2f08b6f54e159e1.wav,big,EN_21,female,20-60,United States
big_a40aa5aecfdc4cbfa681a703e1ca8499.wav,big,EN_04,male,20-60,United States
big_638598dcbca24a2d872610ea02a992c3.wav,big,EN_05,male,20-60,United States
big_c152bc43ad284c3ea203627df270f7ab.wav,big,EN_13,male,20-60,United States
bob_26619b9f336940ef9df5183ff37cdcd7.wav,bob,EN_19,female,60 ,United States
bob_70907d472799464e9bed8d1d5baacca1.wav,bob,EN_12,female,20-60,United States
bob_408864b2663a49eabbd5958e4c3c88a5.wav,bob,EN_03,female,20-60,United States
bob_9becd5c237c9434aa94c66bea05a1ecf.wav,bob,EN_04,male,20-60,United States
bob_218f369775444adfa9b343fd6f5256f4.wav,bob,EN_05,male,20-60,United States
bob_8d935eeb5b7445a0bb039c85248c555d.wav,bob,EN_28,male,20-60,Canada
bomb_8dc6271be1324d1fbf688fe1d3537351.wav,bomb,EN_19,female,60 ,United States
bomb_273d2f833c2b44aead98e0852da2dd72.wav,bomb,EN_20,female,20-60,United States
bomb_66ab5d33610a4d59b2d5f78f78c81926.wav,bomb,EN_03,female,20-60,United States
bomb_90c7097cb95a465aa09181f11c807310.wav,bomb,EN_17,male,20-60,United States
bomb_9bf920b82d88472ab09e42e486f67afe.wav,bomb,EN_05,male,20-60,United States
bomb_df2078d5d9ae4c2f9ecb1d3b104bf211.wav,bomb,EN_28,male,20-60,Canada
bond_c9655e7b9eb642cda70affd4e0f6a657.wav,bond,EN_19,female,60 ,United States
bond_bbff1590b3fc44f785046d73763684c1.wav,bond,EN_12,female,20-60,United States
bond_02298e7e818f4e9f92db40bd49fce8ea.wav,bond,EN_03,female,20-60,United States
bond_c5f6c38c513d42479dc4c48a01ffa04a.wav,bond,EN_05,male,20-60,United States
bond_1af9d5d826ca42e888cdf1740b32fb78.wav,bond,EN_29,male,20-60,United States
bond_e2186538cb2f48fe8b63c12c480e4585.wav,bond,EN_28,male,20-60,Canada
bong_cdaa8130f3e5430bbe6baefc310062ed.wav,bong,EN_23,female,20-60,United States
bong_239d282cdeec4e5c8e618de968ef0f31.wav,bong,EN_24,female,20-60,United States
bong_3f11cc7656464e8396978a74469465a4.wav,bong,EN_21,female,20-60,United States
bong_bd255a77cdd84b1287dbf0ebd9ed02c3.wav,bong,EN_09,male,20-60,United States
bong_e9be497e8fb64f848476db1bf4cf6b76.wav,bong,EN_05,male,20-60,United States
bong_b888b293c07042dd9b1df677bcdbc65d.wav,bong,EN_29,male,20-60,United States
boot_ccac4aa065024da8a32ec569ac5cfbba.wav,boot,EN_01,female,20-60,United States
boot_0e00c6d8147d4c29beaa2bb03c9bb409.wav,boot,EN_30,female,20-60,United States
boot_da257ba5ec35449aa5620e218c636005.wav,boot,EN_02,female,20-60,United States
